Name	Species	Reference	Accession	Source|Version|Database|Link
Aradu.5CX4U.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.5CX4U.1	supplement data
Aradu.5E40Q.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.5E40Q.1	supplement data
Aradu.5FE4Y.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.5FE4Y.1	supplement data
Aradu.5Q1VY.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.5Q1VY.1	supplement data
Aradu.687AB.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.687AB.1	supplement data
Aradu.6E0QJ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.6E0QJ.1	supplement data
Aradu.6L1EK.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.6L1EK.1	supplement data
Aradu.6VX3K.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.6VX3K.1	supplement data
Aradu.752ZV.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.752ZV.1	supplement data
Aradu.75YXP.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.75YXP.1	supplement data
Aradu.76WTQ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.76WTQ.1	supplement data
Aradu.77XDI.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.77XDI.1	supplement data
Aradu.83N8C.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.83N8C.1	supplement data
Aradu.85INT.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.85INT.1	supplement data
Aradu.8L7DK.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.8L7DK.1	supplement data
Aradu.8U0A6.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.8U0A6.1	supplement data
Aradu.959KY.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.959KY.1	supplement data
Aradu.99532.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.99532.1	supplement data
Aradu.9C8PR.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.9C8PR.1	supplement data
Aradu.9K9IH.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.9K9IH.1	supplement data
Aradu.A88Q7.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.A88Q7.1	supplement data
Aradu.AE9WN.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.AE9WN.1	supplement data
Aradu.ATP30.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.ATP30.1	supplement data
Aradu.B5WG1.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.B5WG1.1	supplement data
Aradu.B7RDX.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.B7RDX.1	supplement data
Aradu.C4XJQ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.C4XJQ.1	supplement data
Aradu.C74HT.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.C74HT.1	supplement data
Aradu.CA8XJ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.CA8XJ.1	supplement data
Aradu.D69CU.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.D69CU.1	supplement data
Aradu.DP2D5.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.DP2D5.1	supplement data
Aradu.DRR9K.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.DRR9K.1	supplement data
Aradu.DSN52.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.DSN52.1	supplement data
Aradu.F6ABZ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.F6ABZ.1	supplement data
Aradu.FEY54.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.FEY54.1	supplement data
Aradu.FJ441.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.FJ441.1	supplement data
Aradu.FPU47.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.FPU47.1	supplement data
Aradu.G27H3.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.G27H3.1	supplement data
Aradu.G38ML.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.G38ML.1	supplement data
Aradu.GH2K1.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.GH2K1.1	supplement data
Aradu.GMN2P.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.GMN2P.1	supplement data
Aradu.GY22L.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.GY22L.1	supplement data
Aradu.HK2E0.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.HK2E0.1	supplement data
Aradu.I92X3.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.I92X3.1	supplement data
Aradu.J80PY.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.J80PY.1	supplement data
Aradu.JI81D.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.JI81D.1	supplement data
Aradu.JT48R.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.JT48R.1	supplement data
Aradu.K087N.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.K087N.1	supplement data
Aradu.K7LHY.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.K7LHY.1	supplement data
Aradu.KM9ZA.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.KM9ZA.1	supplement data
Aradu.KWH4D.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.KWH4D.1	supplement data
Aradu.L8VRB.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.L8VRB.1	supplement data
Aradu.L9W8G.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.L9W8G.1	supplement data
Aradu.LLR91.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.LLR91.1	supplement data
Aradu.LP0MC.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.LP0MC.1	supplement data
Aradu.LS2KI.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.LS2KI.1	supplement data
Aradu.LW8Y2.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.LW8Y2.1	supplement data
Aradu.LXV06.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.LXV06.1	supplement data
Aradu.LYC6U.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.LYC6U.1	supplement data
Aradu.M594W.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.M594W.1	supplement data
Aradu.MB6LX.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.MB6LX.1	supplement data
Aradu.MN4MZ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.MN4MZ.1	supplement data
Aradu.N3W47.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.N3W47.1	supplement data
Aradu.N5F6J.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.N5F6J.1	supplement data
Aradu.NTN47.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.NTN47.1	supplement data
Aradu.PBW5F.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.PBW5F.1	supplement data
Aradu.Q2I1J.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.Q2I1J.1	supplement data
Aradu.Q74TI.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.Q74TI.1	supplement data
Aradu.Q8Q5Z.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.Q8Q5Z.1	supplement data
Aradu.QV5DJ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.QV5DJ.1	supplement data
Aradu.QW16A.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.QW16A.1	supplement data
Aradu.RB7BN.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.RB7BN.1	supplement data
Aradu.RC5BB.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.RC5BB.1	supplement data
Aradu.RL2B3.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.RL2B3.1	supplement data
Aradu.RLC0G.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.RLC0G.1	supplement data
Aradu.S0KU9.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.S0KU9.1	supplement data
Aradu.T39L1.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.T39L1.1	supplement data
Aradu.T3S5X.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.T3S5X.1	supplement data
Aradu.T4PBI.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.T4PBI.1	supplement data
Aradu.TC25V.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.TC25V.1	supplement data
Aradu.TN75P.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.TN75P.1	supplement data
Aradu.TQU2T.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.TQU2T.1	supplement data
Aradu.U3SNU.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.U3SNU.1	supplement data
Aradu.U4ABC.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.U4ABC.1	supplement data
Aradu.UB339.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.UB339.1	supplement data
Aradu.UKN3W.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.UKN3W.1	supplement data
Aradu.UV8L7.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.UV8L7.1	supplement data
Aradu.V6ZMF.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.V6ZMF.1	supplement data
Aradu.V6ZNL.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.V6ZNL.1	supplement data
Aradu.V7BYP.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.V7BYP.1	supplement data
Aradu.V7DVH.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.V7DVH.1	supplement data
Aradu.VUX24.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.VUX24.1	supplement data
Aradu.VZN92.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.VZN92.1	supplement data
Aradu.WC9V5.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.WC9V5.1	supplement data
Aradu.WD82P.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.WD82P.1	supplement data
Aradu.WNQ8E.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.WNQ8E.1	supplement data
Aradu.WS4QW.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.WS4QW.1	supplement data
Aradu.WUW36.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.WUW36.1	supplement data
Aradu.X1TYZ.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.X1TYZ.1	supplement data
Aradu.X5F2F.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.X5F2F.1	supplement data
Aradu.X6KLL.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.X6KLL.1	supplement data
Aradu.XA7KS.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.XA7KS.1	supplement data
Aradu.XEX7M.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.XEX7M.1	supplement data
Aradu.Y3AAH.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.Y3AAH.1	supplement data
Aradu.YAX06.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.YAX06.1	supplement data
Aradu.YG73I.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.YG73I.1	supplement data
Aradu.YKL3P.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.YKL3P.1	supplement data
Aradu.YPV42.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.YPV42.1	supplement data
Aradu.Z40HV.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.Z40HV.1	supplement data
Aradu.Z6I4Q.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.Z6I4Q.1	supplement data
Aradu.ZE8WS.1	Arachis duranensis	https://doi.org/10.1371/journal.pone.0181843	Aradu.ZE8WS.1	supplement data
Araip.007DK.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.007DK.1	supplement data
Araip.0158U.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.0158U.1	supplement data
Araip.03FDB.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.03FDB.1	supplement data
Araip.07856.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.07856.1	supplement data
Araip.0B5Q5.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.0B5Q5.1	supplement data
Araip.0HI1A.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.0HI1A.1	supplement data
Araip.0T7XC.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.0T7XC.1	supplement data
Araip.12TI6.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.12TI6.1	supplement data
Araip.13D8C.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.13D8C.1	supplement data
Araip.1B22D.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.1B22D.1	supplement data
Araip.1E1W9.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.1E1W9.1	supplement data
Araip.28KZQ.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.28KZQ.1	supplement data
Araip.2A2GH.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.2A2GH.1	supplement data
Araip.2LX3X.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.2LX3X.1	supplement data
Araip.2U2B9.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.2U2B9.1	supplement data
Araip.37BUF.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.37BUF.1	supplement data
Araip.42MZK.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.42MZK.1	supplement data
Araip.438GZ.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.438GZ.1	supplement data
Araip.44BHE.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.44BHE.1	supplement data
Araip.4C1AU.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.4C1AU.1	supplement data
Araip.4U4XR.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.4U4XR.1	supplement data
Araip.510K0.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.510K0.1	supplement data
Araip.52XKK.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.52XKK.1	supplement data
Araip.5HP4H.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.5HP4H.1	supplement data
Araip.6K1VA.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.6K1VA.1	supplement data
Araip.6Q4X9.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.6Q4X9.1	supplement data
Araip.6S5NP.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.6S5NP.1	supplement data
Araip.6VX9H.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.6VX9H.1	supplement data
Araip.74SLF.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.74SLF.1	supplement data
Araip.778BR.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.778BR.1	supplement data
Araip.78HJ7.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.78HJ7.1	supplement data
Araip.7G5H2.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.7G5H2.1	supplement data
Araip.7P91S.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.7P91S.1	supplement data
Araip.807VL.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.807VL.1	supplement data
Araip.81R1Z.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.81R1Z.1	supplement data
Araip.865PM.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.865PM.1	supplement data
Araip.86J2T.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.86J2T.1	supplement data
Araip.8I39N.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.8I39N.1	supplement data
Araip.8JJ8B.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.8JJ8B.1	supplement data
Araip.8M056.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.8M056.1	supplement data
Araip.8T85I.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.8T85I.1	supplement data
Araip.8W8RT.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.8W8RT.1	supplement data
Araip.97C7E.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.97C7E.1	supplement data
Araip.9H3WY.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.9H3WY.1	supplement data
Araip.A522U.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.A522U.1	supplement data
Araip.A8YH6.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.A8YH6.1	supplement data
Araip.AK8SS.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.AK8SS.1	supplement data
Araip.AKW6F.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.AKW6F.1	supplement data
Araip.AR8NT.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.AR8NT.1	supplement data
Araip.B5XPZ.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.B5XPZ.1	supplement data
Araip.B6R33.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.B6R33.1	supplement data
Araip.CX0J5.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.CX0J5.1	supplement data
Araip.D3S94.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.D3S94.1	supplement data
Araip.DHX2R.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.DHX2R.1	supplement data
Araip.DYV42.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.DYV42.1	supplement data
Araip.E7Y1X.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.E7Y1X.1	supplement data
Araip.EFK2L.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.EFK2L.1	supplement data
Araip.EQ8VB.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.EQ8VB.1	supplement data
Araip.ERC12.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.ERC12.1	supplement data
Araip.EV6EL.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.EV6EL.1	supplement data
Araip.FH6AP.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.FH6AP.1	supplement data
Araip.G8G7Y.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.G8G7Y.1	supplement data
Araip.GQB2P.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.GQB2P.1	supplement data
Araip.H4PZ4.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.H4PZ4.1	supplement data
Araip.HA94C.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.HA94C.1	supplement data
Araip.HWR4Z.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.HWR4Z.1	supplement data
Araip.I1L37.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.I1L37.1	supplement data
Araip.I62ZT.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.I62ZT.1	supplement data
Araip.IBY8N.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.IBY8N.1	supplement data
Araip.J3ZJD.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.J3ZJD.1	supplement data
Araip.JE9KX.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.JE9KX.1	supplement data
Araip.JIB5P.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.JIB5P.1	supplement data
Araip.JLE70.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.JLE70.1	supplement data
Araip.K0K3F.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.K0K3F.1	supplement data
Araip.K2CBN.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.K2CBN.1	supplement data
Araip.K2DDF.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.K2DDF.1	supplement data
Araip.K6CZL.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.K6CZL.1	supplement data
Araip.K6RXL.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.K6RXL.1	supplement data
Araip.KNC8H.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.KNC8H.1	supplement data
Araip.L2MXT.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.L2MXT.1	supplement data
Araip.L4GEP.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.L4GEP.1	supplement data
Araip.L83F8.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.L83F8.1	supplement data
Araip.L8LRC.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.L8LRC.1	supplement data
Araip.L8YHH.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.L8YHH.1	supplement data
Araip.LC4KN.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.LC4KN.1	supplement data
Araip.LGM59.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.LGM59.1	supplement data
Araip.LV58R.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.LV58R.1	supplement data
Araip.M4TVL.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.M4TVL.1	supplement data
Araip.M6R3N.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.M6R3N.1	supplement data
Araip.MA0JY.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.MA0JY.1	supplement data
Araip.MHR6K.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.MHR6K.1	supplement data
Araip.MX2SJ.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.MX2SJ.1	supplement data
Araip.MY2WL.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.MY2WL.1	supplement data
Araip.N5MMK.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.N5MMK.1	supplement data
Araip.NA6B3.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.NA6B3.1	supplement data
Araip.P4GTD.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.P4GTD.1	supplement data
Araip.P7G4I.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.P7G4I.1	supplement data
Araip.PF3JC.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.PF3JC.1	supplement data
Araip.PFD9B.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.PFD9B.1	supplement data
Araip.PVV4Q.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.PVV4Q.1	supplement data
Araip.Q7CA9.1	Arachis ipaensis	https://doi.org/10.1371/journal.pone.0181843	Araip.Q7CA9.1	supplement data
